--target target
--mode classify
--classifiers knn lgbm rf lr sgd mlp svm dummy
--regressors knn lgbm rf elastic sgd mlp svm dummy
--feat-select filter embed wrap
--embed-select lgbm linear
--wrapper-select step-up
--wrapper-model linear
--norm robust
--nan drop median
--filter-method assoc pred
--filter-assoc-cont-classify mut_info
--filter-assoc-cat-classify mut_info
--filter-assoc-cont-regress mut_info
--filter-assoc-cat-regress mut_info
--filter-pred-regress mae
--filter-pred-classify acc
--htune-trials 50
--htune-cls-metric acc
--htune-reg-metric mae
--test-val-size 0.4
--outdir ./df_analyze_results

f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,target
-1.0781605917064216,-0.4633814429531874,0.8042864778282971,0.9317003856890865,1.1205584518202842,-0.6507727129851616,0.241400120886583,1.371396033336694,-0.9391372699779227,0.5342565770108406,0.6724389161233404,-1.719964238761913,-0.0995069034608697,0.07893220738714968,-0.9407887177259554,2.551527681845091,0.9144136924047225,-0.13263291773289917,-0.6488280148892065,0.29688420448038605,-0.17318073011147567,0.34070909374963854,-0.8816025511357166,0.49230691419387046,-1.4115684723138184,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.0382952058713548,0.3873779993300953,0.7699233518014549,-1.700474312422169,0.4487720936720016,0.3292347140964494,0.12486121706516617,0.005753571458524596,0.17291048066918574,0.5787449113511356,-0.6657014645304787,-0.6892413577435562,-0.748680221414798,-0.44015780468225274,-1.2742389652797774,2.613682442846951,0.4901354089938235,1.5123479417562182,-1.051927785518693,-1.1785284351526362,-0.681798394280902,1.311240655452881,-1.2142166145224274,-1.3176597004440438,0.7909261291276667,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.33731455080684913,-0.252642430475517,-0.06494523037757091,-0.2387731197588698,2.237924458173565,-0.016958578351673456,-0.6753320594704446,0.050495512093476504,0.5431574623460446,2.01672713464097,0.39034711282866236,-1.0601570175717026,0.6687341737009643,1.32271805977766,-1.11035378279797,0.9215884991159198,0.17738311473468585,-0.903284411594787,0.31362735800365255,-1.62676580038809,-0.02169263690019892,-0.8980385857852975,0.4612758885459495,1.6424906130236627,-1.0134722914240888,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
1.310503607847843,-0.6648651361436992,-0.9853493604126156,0.01343094743278408,1.1043217619624437,-1.623548356685076,-0.27660302713735385,-0.5062299324375501,0.24585683222010085,0.6072146632720381,0.6613301532533239,-1.2163914096219848,1.2616100172330469,0.09471315457137537,0.1036622197616606,0.14728047132396338,-1.8175318501467512,-1.655470919188935,1.2266533032575428,-0.8950569847042322,0.21705744500671237,-0.7079674885407388,-0.46842915585399675,0.7186762922222154,-1.0000709369540106,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.5261032934262821,-0.18966176389028924,1.0881142330419538,-0.08031169977920752,-1.140592213211867,-0.5688485100547158,0.999255902615101,-2.23272449481734,-0.05327048004064938,-1.7911111044004167,-1.1673848375794211,-0.9967560680946125,-1.4460861036893085,1.5926889431118,-0.6795806058737353,-0.862731422722694,-0.5737958888063831,-1.46563413423291,0.6332902531648326,0.3177666808141959,0.2665042724125398,1.5311243813052942,-0.7958803498970723,-0.2523935094235114,0.9264186423424445,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.04466752864418728,0.5310376574983701,0.5777916658990647,0.3065044680565495,0.059740717508337954,-1.7013832406884004,-2.305170782925971,-0.5663667465830334,0.5518116721725627,-0.14274021398944786,-0.6646882989228056,0.35894488514929,2.39114274092321,-0.29652917997471195,-0.6776491194349002,-0.6033836026538519,0.922707217079054,0.460212975887741,1.3228815853271731,-0.225072707329782,-0.7251829479671822,-0.9852067711689061,0.17283446764247637,0.9758206898168004,-0.22464108541128494,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-1.866391944323191,0.6457533469618946,-1.6722764194545994,0.7908974501772983,0.7820071247258715,-0.47911251899932816,0.11125225411461244,-0.8091150552400284,-1.1332452864581808,-0.5885088547595982,-0.21075684576226725,-1.2637256726046546,-0.4551673744409454,-0.6355928949997517,-0.8371414151569383,0.10422920533396378,-0.3806403496302807,1.856523236454042,0.3237389756791425,0.1274880682781156,0.034251242883186366,1.5508581264074288,0.8488304863996977,-0.08671772212580878,-0.034897262818332275,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.6277257149113579,-1.778669628118174,0.561053820692441,0.28270732468455995,-0.5057238145496791,-1.5504912342917032,0.3318814645940291,0.8186066143440704,0.06832893180381286,-0.3433136799438686,-0.4194568643942546,0.1109038723612782,-0.23146801594236155,-1.8446719587364686,0.0857152205087803,1.4585296754424395,1.1507911084105182,-1.9168026821537867,0.034655977726026244,-1.4821560741013815,1.984851687000601,-1.2855405433546623,-0.1467998329678057,1.4506628779888673,-0.34434704153390416,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.8345460354921737,0.3242244807596172,-1.5434871706115783,-0.8465053970043515,-0.4467972676311987,0.1433950711958164,-0.9241818288513777,-0.49726921261792295,-0.894844742647529,0.1550208083824407,0.11135158121155121,0.5405893094695075,-2.2593666117324482,0.385869456730507,-0.05163314434227409,0.8273867786605692,-0.704992776131114,2.3328091020552573,0.9252296646290031,0.20837888986306102,1.0689682584844873,0.3028220420759003,-1.2978945645483355,0.2583831388153944,1.3779729049625076,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.5282244612649643,0.029235316447471203,1.2806713258239784,-0.7050556352208778,1.5499496146344145,0.1210261765170569,-0.022221433062107433,-1.8653690545480093,-0.3591252195402998,1.4061276080005713,0.0832444598272369,-1.2804515946181287,-0.12114912655867983,-0.5437724133305463,0.5240035057931364,-1.7486896152495228,-0.4295039374589144,0.00437942169379494,-0.9628124414208568,1.6599526796668658,0.48612796071550773,1.0953245783436496,0.2086911120394701,-1.5047116032045857,-0.26553879691206206,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.6524033085352892,-1.059455969487884,-1.4650689377789097,0.894612647535667,0.3101874582152747,-0.011740835595095422,-1.6152114319705781,-1.1896215801710945,1.2963733518599099,0.43297680755912954,-0.17774600368868754,-0.27273806078273033,-1.7132500327155014,0.3063636673903367,0.6708880231432355,-1.1584165779809945,1.5064396993341183,-1.4773980003752818,0.6316583679387541,-0.10879177721430015,-1.38972224151615,1.011230953005671,-0.6929914683424133,1.0134427695060912,-0.16781869936101826,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-2.175087008815667,-2.0433978765704577,2.015116123189596,0.3843889386196011,-0.09582351918627233,-0.703200787707714,-0.4064011490898318,-0.41629232579456904,-0.6956794516145998,1.7037740927497425,0.5076356003406733,-0.748393429084586,-1.195864357219983,0.18467985991103344,-1.0034011333388804,0.878893468098748,1.97364678488703,1.6880550139384105,-0.6200030560757168,0.2006864402955801,0.10059262686923577,-0.27988819514358504,0.32948562767776546,-0.7943821612103552,0.63363573261586,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.3557045499187148,0.8305152138435999,-1.2798979736624936,0.5250314734721886,-0.5589929853658725,0.059810227471242705,0.7110881826388259,-0.08824984548099615,-0.724025767798845,0.9571819215383199,-1.234849013493952,-0.4089767500194329,0.32831448678769626,-0.23167875093225912,1.285145300993091,0.13514337688929087,1.631700473446005,1.0452925177239796,-0.2641701382084475,-0.27917715419322514,0.9803644909479159,-1.3416153976369585,-0.613402065299826,0.9908839282899357,-0.017759210685628458,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.6443622285902083,-1.459607307313517,1.318664357357726,0.9249501072043307,0.1736109891742595,-1.0068029997060997,0.9410212341515864,0.8235693578039737,-0.292602584422443,1.218031543595847,0.9344100768416617,-1.1794554445529208,-0.41858659548539556,0.5074610836079447,1.5155495624873283,1.4810832298274283,0.08564691796970725,-0.03826373893129985,1.131066276269983,-0.6291396134449657,0.44918243097640803,-1.2494413196989356,-2.5029482643863337,1.1522013946813872,1.2902102843904966,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.971533421124968,-0.1786983177773187,0.9188865636673563,-0.6989596849885898,-1.3792493339138159,-0.12919359913649983,-2.1148113215573314,-1.6059536428531926,1.1641832961870582,0.6547598801719633,0.8516938190999926,0.4653055434659536,0.29503594303246167,-0.10501392911670637,-0.849154452535786,0.6024816099920097,-0.5912647476253977,-0.007984647171610253,1.8539591545859504,-1.159515680962818,0.14198023098926152,-0.37592645098287547,-0.5897289755192613,-0.033771927779063085,-1.2853530930031425,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.9918888672409448,0.09496421759117965,-1.000253192456707,-0.4379175771896338,1.4850468238707526,-0.8759584743946548,-0.8385966884070251,-0.25896593207572083,-0.5314424561724064,-0.09162102953996216,0.772988578077503,-0.04746704834039128,1.5678070590736202,-1.1973655848379874,-1.6622678167755993,-0.09952321880508377,-1.047085572766939,-0.3977168505287908,0.060284605171603396,0.22004845629624062,-0.7203119365954025,-0.9692587519687087,-0.22492287598026042,-0.12339363131710038,-1.8310083681922764,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.34721574000004757,-0.6452028239169206,2.674947116815961,-0.08012136492770337,1.071554875011251,-0.08287888465710763,1.3370735625580374,-0.49581756606868393,-0.3642167102964329,0.8145925374404713,-0.3711665604710089,-0.5284403700090035,1.8942951255481864,-0.6812599523480641,-0.8052811546799495,0.6219476075210968,0.2061639153937206,0.180391399845757,1.5041050184459221,0.8917207162118522,-0.16772506212990804,2.2277177113325837,0.11288021861929369,1.7391064322827237,-1.590946342539166,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.07119708144110891,-1.644219796317786,-0.38051801763657805,0.8027167604984209,-0.7782417812452109,-1.02831969169216,-0.7906886599603733,0.6584771278774506,0.37874158367877664,0.5849139973535044,0.1795877837228548,0.40302098319614704,0.8417128819197923,0.03866324272860753,-1.0040743859888257,0.5143833754523928,1.8492014270507888,-1.126270233204433,-1.1416259056478175,0.055038722994236185,1.002106362549393,-1.37341926642626,0.07705717334549857,0.6494348326870724,1.6736640273581287,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.0601586925708761,-0.7346675801531515,1.238625883173131,1.691569472510621,-0.4985829506474681,0.48390321959693505,-1.1646457516150588,0.3229106492727474,-1.2424291549724589,-1.9181373002898074,-1.6398975680834276,-1.6147194298263143,0.21551443640002074,-0.37752788349781985,-1.960698159579482,-0.9780396289869874,-0.3991246045127961,-0.18558366856363862,0.9169713691252327,1.481717283609264,1.3941403776743195,-0.17499045855185186,-0.7846674393702397,-1.2880970404923704,0.19278810787598277,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.020485389170097294,-0.5880790451150364,1.8773356007628672,-0.7774292300283663,-0.9689541650346424,-0.04907848546383606,0.7884481495106055,-2.1692462024516566,-0.8381855623990514,0.13334290527042195,-0.40386441812799934,-0.5108757220413532,0.4699760890211655,0.6870656380073445,0.9105899867215147,-0.6199541347642773,0.28488441898141825,-0.9870667029389704,0.7031036037008813,0.2089262850688941,0.24678545359722673,-1.6276093427533525,-0.8111324672037276,0.03453604850710692,0.14970777973050972,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.31208294890470545,0.2587282347624944,0.22356727648975555,-0.3971606004732576,0.9811460508042908,1.7382430639757096,1.2930890849956882,0.422562057665165,-1.7212459714759354,1.4562043268144669,-0.050912394329095896,-0.15642686793916716,0.7547912819219504,-1.1860381286123312,-0.5619865788780285,1.2323207198731527,-0.08051392178200985,0.593821103348224,-0.30149932528767204,1.3743521759432287,-0.9261340612852725,0.4241377359515318,-0.8660201180611922,1.4789712949897567,0.4410256019441761,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.622159422119709,0.8367583977971476,1.6694435662176088,0.29097266549861495,-1.9845115613406814,1.7665148212828867,2.164532445656035,0.2581273030515375,-0.43619721629705877,-0.6531913786403261,-0.611307125035243,-0.7248093650951448,-0.6415342256953169,-1.3566222742194793,1.4027299495065395,-1.1109110310542747,1.5178210412689064,1.8590411180051123,0.3244847329432844,0.45863844395863235,1.8395087215086268,-0.25984879972656516,0.23378374481896838,-1.2732484654830363,-1.2879770810653104,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.6198520358767546,2.110870501469454,1.124403159873689,-1.1170019148882702,-1.1399287884252094,0.5774732572864835,-0.5967041114347387,0.09614613098047486,1.3265741109174862,-0.4210256460758767,0.42520975217280405,-0.19387969925897316,-0.997218128064533,0.27998315946830465,-2.2272044198586385,1.3688860804028853,0.07477150969952003,-0.03163590036930731,0.25354798379855936,-0.7956377082551291,1.4435792808690395,-0.12615116188953165,1.1212275476054967,1.0682690583942438,-1.8131835258905475,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.2058623226879037,0.477409890375294,-0.2078387591317807,-0.3086592085454818,-0.872268788507389,-1.006239236099498,-0.038643254650526496,-0.6266433600135806,0.17517037589072773,0.04646034138560147,0.20796945163426195,-1.0343934282461922,0.7087168575030799,-0.2324580542310847,0.5620891245678054,0.25031946436049063,-0.2796972818867974,0.3692620159790922,-0.7218411058253092,1.4299616366264274,-0.5527309848250654,-0.4021136562742996,-1.4692365033212855,0.7587286576973625,-1.4679692795356627,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.3584917037075315,-1.8157766489892058,-0.6164354033099981,1.1471149470602975,1.2815511584199326,-0.31809080881723717,-1.0399003766770267,-1.935261444946568,0.05341988512637077,-2.504842106855089,-0.04332091750846815,0.8467440385168667,-1.097118312314115,-0.21446698802284642,0.5048945707941029,0.45389228957175903,-0.7760415611222894,-1.8878191347576778,-1.336129318497333,1.0632401683380814,0.6935280818487518,-0.8679235548615849,1.740357577129216,-0.5993027543288618,-0.7482526770322142,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.3337462061305755,0.1846469166798791,-0.9920268482819444,-0.1525398439476435,-0.3966228336267765,-0.3713975643675341,-0.2380348880543177,0.04126566245459663,-0.533813161220385,-1.277212937661165,0.3726143926681803,-0.3851102022639084,2.110889819241031,0.42360747279430305,-0.49907610174892036,0.16458487146042156,-0.8670150343521805,-0.9990411296284941,0.9615129429019125,0.8776073817814907,-0.9901182309500435,-0.0018370105982394305,0.44132826818148907,1.1527222381747595,0.25711898171758735,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.29174937234251697,-0.24520076909932617,1.1729021686368237,0.5281777473741595,-0.4122546528055458,-1.6751867383389492,0.8913504829732187,0.6845752116871844,0.5934354543891776,-0.36869350988198996,-0.020407893263837327,0.41594185482731494,-0.19529512889390307,1.235887498371168,0.19088395013819,0.9153774951054521,-0.5615537103309083,-0.8644116444526124,0.6726919761751642,1.8370275846722308,-1.8570214529057376,0.4981852383947187,-0.7660032860011905,1.1408604376995768,-0.17796548908453894,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.22121607649427802,0.4072351387952926,-2.0116589774905917,1.0619747831000672,0.2249165766411153,-0.5171821065726773,-1.0577655784947435,-1.838980601038989,2.061362675053464,2.2863217297550134,1.4221376921364106,-0.9063459620617978,1.5213010757922836,0.5604718765029387,-0.08708657511770806,-0.10008127289010645,-0.15649187167043702,-0.22214703252360007,-0.8269988604367567,0.036941366698476016,-0.4038569592168303,0.7743660891356325,-0.3308697960695392,0.14593831350358444,-0.1422280204768212,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.050667229398979385,-0.4754028628516211,1.1475952120905701,2.0373676085682293,1.607813555604393,1.548346936151454,-0.20000032286971192,1.6909826763267535,-0.19758993275650538,0.5881846455616975,-2.1753240672039214,-0.14644184524675782,1.400909931850389,1.4601609855240867,0.4680020206187572,0.9689786853165684,-0.923506636325359,1.4414026867307281,-0.00600085151704034,1.7419802254825336,1.4713835206071402,-1.1141332929507395,0.08615514573184994,-0.6158877047529686,-0.3795746247272444,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.5927390003396348,1.9051545270961776,0.7900829964069134,-0.10632043746899772,-0.07956274808200876,-0.6585847100631057,0.5859152509282329,-1.1168531668230166,-0.5220600830483199,-0.675359281179006,1.3607864248485246,0.6762068967297634,1.2077276013822327,-0.5302256966559619,1.6284143269042473,-1.52440767987141,0.49147695450125545,0.4316769705348106,-0.6410419517346723,0.09688371600201898,-1.3681223054782854,-0.7189560655275941,0.42816537474722377,0.06989666094429954,-0.13172733237156822,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.36280345701456873,0.33410503956014975,-0.05391220734483748,-0.22744142375476464,-1.7756081737182796,0.6732953878608826,-0.12098555075009752,1.5049133817441984,0.08277047971015436,-0.1257034979913724,-0.7986011465016494,2.194302628321528,-0.4076914819791337,-0.2209337922786968,-0.6793530494983675,2.0739561388145065,0.0835263292825739,-0.7074815920680693,0.35577785416398183,1.1149111714363744,0.6803394901467261,-1.6196898659783077,-1.0772247399841708,0.09711586630211926,1.7805192475061038,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.2051077104367016,-1.4914887143271485,-1.1617295696109888,2.0738035258462313,-1.1118301990055106,-0.17608592518199268,-1.0920745401202951,1.7602692526561892,-0.7299996752492562,-1.8955392545396443,0.274863595802358,-0.29677158240126555,0.5259610107213908,1.0027690453607796,0.23277124966628562,0.027749983037892004,-0.46201597644995135,-0.08590698810719612,0.12037693936083815,-0.5591305990281155,1.9232831949024771,-0.7094320745197329,-0.1404436062205163,0.09604247652940723,-0.16786836477428324,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.6162583474941683,0.4842373639400434,0.44173861212487187,-0.1497470389580187,0.5836766481451842,2.4264485569717813,0.48097812257299283,1.3410753947648932,-0.4479481168853959,0.7470401660955717,-0.2932022913502097,1.0964570856035636,-0.672710530615939,-1.5890512844593543,0.20587457872523332,0.6518775824424605,-0.4305173844541987,-0.7639469313956009,-0.6901393004040842,-1.469034866326115,1.2920319227654555,-1.575323012824938,0.13584695571300384,-0.39829294438372825,-0.353216668189803,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
1.5596072232354465,-0.875648150974834,0.5818754276242633,-0.08045448861967153,0.3122562345825426,-1.305569870188083,1.3322220222537355,0.20920413096479604,-0.20665076692515466,-0.7086087866882521,0.04302407882251282,0.6718974446432084,-0.000290078383233554,0.033432168940674786,0.9239004021592908,0.31310463783492565,-0.7541546792836644,-1.3249527678897444,-0.01737182583247199,-0.8171590955618089,-0.5716494339286112,1.3754372750709059,2.2177050846392294,-0.47673130831837973,0.47231179012654617,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-2.690796849636269,-0.9068838311991758,1.846357195531124,-0.10046541915355967,0.20592775694197651,-1.5160010869974507,0.8381104725301951,0.785063435341842,-1.3257058074087014,-0.2568085365163131,0.035125595861647305,-0.5471618989959999,-0.25260118027327366,-0.48110889208507596,-1.1871041701158789,-1.405247343869376,2.2987838826067386,-2.10213259598731,-0.6641308015118913,-0.8654101497703245,-1.4769685951162344,1.7247158654282302,1.0587536963535629,0.5038624147947742,-0.5928402678117645,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.7177187778351569,-0.5336608836719685,-0.23077958897318385,1.869732361809357,-1.2631688037299387,0.28720762458611393,0.9340580888099602,0.5921849180285158,-0.2590913030518319,-1.0234482234605218,-2.340003439887609,-0.9456336220043674,1.663481817697543,-0.4237371558263366,-0.016713798021256127,-0.24292821135748052,0.705377676351386,-0.17943152965095682,-0.12955407661235116,-0.09788797080183491,0.7112892657899694,0.7132533290100126,0.945989741093071,0.5790929853561755,0.2792927759451297,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
